SMILES,amount of this SMILES, max, min, median, mean, MAD(eV), SD(eV), CV 
C1C(=Cc2[se]ccc12)c1cc2[SiH2]C=Cc2o1,5,-0.165,-0.166,-0.166,-0.1658,0.00871,0.010885,-0.0024
C1C(=Cc2[se]ccc12)c1cc2[SiH2]C=Cc2s1,5,-0.168,-0.169,-0.169,-0.1686,0.01306,0.013331,-0.0029
C1C(=Cc2[se]ccc12)c1ccc2C=C[SiH2]c2c1,5,-0.175,-0.175,-0.175,-0.175,0.0,0.0,-0.0
C1C(=Cc2[se]ccc12)c1cnc2C=C[SiH2]c2c1,5,-0.181,-0.181,-0.181,-0.181,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)C1=CC=C[SiH2]1,5,-0.165,-0.166,-0.165,-0.1654,0.01306,0.013331,-0.003
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1ccc[se]1,5,-0.164,-0.164,-0.164,-0.164,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1cccc2=C[SiH2]C=c12,5,-0.165,-0.166,-0.166,-0.1656,0.01306,0.013331,-0.003
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1cccc2c[nH]cc12,5,-0.156,-0.157,-0.157,-0.1566,0.01306,0.013331,-0.0031
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1cccc2ccccc12,5,-0.167,-0.167,-0.167,-0.167,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1cccc2cocc12,5,-0.163,-0.165,-0.165,-0.1642,0.02612,0.026662,-0.006
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1cccc2cscc12,5,-0.163,-0.165,-0.165,-0.1642,0.02612,0.026662,-0.006
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1cccc2nsnc12,5,-0.17,-0.17,-0.17,-0.17,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1ccccc1,5,-0.166,-0.166,-0.166,-0.166,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1ccccn1,5,-0.168,-0.168,-0.168,-0.168,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1cccnc1,5,-0.171,-0.172,-0.172,-0.1718,0.00871,0.010885,-0.0023
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1ccco1,5,-0.162,-0.162,-0.162,-0.162,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1cccs1,5,-0.164,-0.164,-0.164,-0.164,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1cncc2nsnc12,5,-0.175,-0.175,-0.175,-0.175,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1cncs1,5,-0.17,-0.171,-0.171,-0.1706,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1nccc2nsnc12,5,-0.175,-0.175,-0.175,-0.175,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1nccs1,5,-0.17,-0.17,-0.17,-0.17,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1ncncn1,5,-0.181,-0.181,-0.181,-0.181,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1scc2C=C[SiH2]c12,5,-0.167,-0.167,-0.167,-0.167,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1scc2[SiH2]C=Cc12,5,-0.166,-0.167,-0.167,-0.1666,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1scc2[nH]ccc12,5,-0.152,-0.152,-0.152,-0.152,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1scc2[se]ccc12,5,-0.161,-0.162,-0.162,-0.1616,0.01306,0.013331,-0.003
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1scc2cc[nH]c12,5,-0.155,-0.156,-0.156,-0.1556,0.01306,0.013331,-0.0031
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1scc2cc[se]c12,5,-0.161,-0.162,-0.162,-0.1616,0.01306,0.013331,-0.003
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1scc2ccoc12,5,-0.16,-0.16,-0.16,-0.16,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1scc2ccsc12,5,-0.161,-0.161,-0.161,-0.161,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1scc2nccnc12,5,-0.166,-0.167,-0.167,-0.1666,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1scc2occc12,5,-0.161,-0.161,-0.161,-0.161,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1=C[SiH2]C=c21)c1scc2sccc12,4,-0.161,-0.161,-0.161,-0.161,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)C1=CC=C[SiH2]1,5,-0.156,-0.157,-0.156,-0.1564,0.01306,0.013331,-0.0031
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1ccc[se]1,5,-0.154,-0.155,-0.155,-0.1546,0.01306,0.013331,-0.0032
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1cccc2=C[SiH2]C=c12,5,-0.157,-0.158,-0.157,-0.1572,0.00871,0.010885,-0.0025
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1cccc2c[nH]cc12,5,-0.147,-0.148,-0.148,-0.1476,0.01306,0.013331,-0.0033
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1cccc2ccccc12,5,-0.157,-0.157,-0.157,-0.157,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1cccc2cocc12,5,-0.154,-0.155,-0.155,-0.1546,0.01306,0.013331,-0.0032
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1cccc2cscc12,5,-0.154,-0.156,-0.154,-0.1548,0.02612,0.026662,-0.0063
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1cccc2nsnc12,5,-0.16,-0.161,-0.16,-0.1604,0.01306,0.013331,-0.0031
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1ccccc1,5,-0.156,-0.156,-0.156,-0.156,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1ccccn1,5,-0.158,-0.158,-0.158,-0.158,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1cccnc1,5,-0.161,-0.162,-0.162,-0.1616,0.01306,0.013331,-0.003
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1ccco1,5,-0.152,-0.152,-0.152,-0.152,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1cccs1,5,-0.154,-0.154,-0.154,-0.154,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1cncc2nsnc12,5,-0.166,-0.166,-0.166,-0.166,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1cncs1,5,-0.16,-0.161,-0.161,-0.1606,0.01306,0.013331,-0.0031
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1nccc2nsnc12,5,-0.166,-0.166,-0.166,-0.166,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1nccs1,5,-0.16,-0.16,-0.16,-0.16,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1ncncn1,5,-0.171,-0.171,-0.171,-0.171,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1scc2C=C[SiH2]c12,5,-0.158,-0.158,-0.158,-0.158,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1scc2[SiH2]C=Cc12,5,-0.157,-0.158,-0.157,-0.1574,0.01306,0.013331,-0.0031
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1scc2[nH]ccc12,5,-0.143,-0.143,-0.143,-0.143,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1scc2[se]ccc12,5,-0.152,-0.153,-0.153,-0.1526,0.01306,0.013331,-0.0032
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1scc2cc[nH]c12,5,-0.146,-0.146,-0.146,-0.146,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1scc2cc[se]c12,5,-0.152,-0.153,-0.153,-0.1526,0.01306,0.013331,-0.0032
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1scc2ccoc12,5,-0.151,-0.151,-0.151,-0.151,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1scc2ccsc12,5,-0.152,-0.152,-0.152,-0.152,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1scc2nccnc12,5,-0.157,-0.158,-0.158,-0.1576,0.01306,0.013331,-0.0031
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1scc2occc12,5,-0.152,-0.152,-0.152,-0.152,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1c[nH]cc21)c1scc2sccc12,5,-0.152,-0.153,-0.153,-0.1526,0.01306,0.013331,-0.0032
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)C1=CC=C[SiH2]1,5,-0.172,-0.173,-0.172,-0.1724,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1ccc[se]1,5,-0.172,-0.172,-0.172,-0.172,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1cccc2=C[SiH2]C=c12,4,-0.171,-0.173,-0.171,-0.1715,0.02041,0.023566,-0.005
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1cccc2c[nH]cc12,5,-0.16,-0.162,-0.162,-0.1612,0.02612,0.026662,-0.0061
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1cccc2ccccc12,5,-0.175,-0.177,-0.176,-0.176,0.02177,0.024339,-0.0051
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1cccc2cocc12,5,-0.169,-0.171,-0.171,-0.1702,0.02612,0.026662,-0.0058
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1cccc2cscc12,5,-0.17,-0.172,-0.172,-0.1712,0.02612,0.026662,-0.0057
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1cccc2nsnc12,5,-0.178,-0.179,-0.179,-0.1786,0.01306,0.013331,-0.0027
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1ccccc1,5,-0.175,-0.175,-0.175,-0.175,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1ccccn1,4,-0.178,-0.178,-0.178,-0.178,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1cccnc1,5,-0.181,-0.181,-0.181,-0.181,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1ccco1,5,-0.17,-0.17,-0.17,-0.17,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1cccs1,5,-0.172,-0.172,-0.172,-0.172,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1cncc2nsnc12,5,-0.183,-0.184,-0.184,-0.1836,0.01306,0.013331,-0.0027
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1cncs1,5,-0.179,-0.179,-0.179,-0.179,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1nccc2nsnc12,5,-0.184,-0.184,-0.184,-0.184,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1nccs1,5,-0.178,-0.179,-0.178,-0.1784,0.01306,0.013331,-0.0027
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1ncncn1,5,-0.191,-0.191,-0.191,-0.191,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1scc2C=C[SiH2]c12,5,-0.175,-0.175,-0.175,-0.175,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1scc2[SiH2]C=Cc12,5,-0.174,-0.174,-0.174,-0.174,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1scc2[nH]ccc12,5,-0.157,-0.157,-0.157,-0.157,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1scc2[se]ccc12,5,-0.167,-0.168,-0.168,-0.1676,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1scc2cc[nH]c12,5,-0.16,-0.161,-0.161,-0.1606,0.01306,0.013331,-0.0031
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1scc2cc[se]c12,5,-0.167,-0.168,-0.168,-0.1676,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1scc2ccoc12,5,-0.167,-0.167,-0.167,-0.167,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1scc2ccsc12,5,-0.167,-0.168,-0.168,-0.1676,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1scc2nccnc12,5,-0.174,-0.174,-0.174,-0.174,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1scc2occc12,5,-0.167,-0.168,-0.168,-0.1676,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1[SiH2]C=Cc1c1ccccc21)c1scc2sccc12,5,-0.167,-0.168,-0.168,-0.1676,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)C1=CC=C[SiH2]1,5,-0.165,-0.166,-0.165,-0.1654,0.01306,0.013331,-0.003
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1ccc[se]1,5,-0.164,-0.164,-0.164,-0.164,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1cccc2=C[SiH2]C=c12,5,-0.166,-0.166,-0.166,-0.166,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1cccc2c[nH]cc12,5,-0.155,-0.157,-0.157,-0.1562,0.02612,0.026662,-0.0063
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1cccc2ccccc12,5,-0.167,-0.168,-0.167,-0.1674,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1cccc2cocc12,5,-0.163,-0.165,-0.164,-0.164,0.02177,0.024339,-0.0055
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1cccc2cscc12,5,-0.163,-0.165,-0.165,-0.1642,0.02612,0.026662,-0.006
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1cccc2nsnc12,5,-0.17,-0.17,-0.17,-0.17,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1ccccc1,5,-0.166,-0.166,-0.166,-0.166,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1ccccn1,5,-0.169,-0.169,-0.169,-0.169,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1cccnc1,5,-0.172,-0.172,-0.172,-0.172,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1ccco1,5,-0.162,-0.162,-0.162,-0.162,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1cccs1,5,-0.164,-0.164,-0.164,-0.164,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1cncc2nsnc12,5,-0.175,-0.175,-0.175,-0.175,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1cncs1,5,-0.17,-0.171,-0.171,-0.1706,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1nccc2nsnc12,5,-0.176,-0.176,-0.176,-0.176,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1nccs1,5,-0.17,-0.17,-0.17,-0.17,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1ncncn1,5,-0.182,-0.182,-0.182,-0.182,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1scc2C=C[SiH2]c12,5,-0.167,-0.167,-0.167,-0.167,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1scc2[SiH2]C=Cc12,5,-0.166,-0.167,-0.167,-0.1666,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1scc2[nH]ccc12,5,-0.151,-0.151,-0.151,-0.151,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1scc2[se]ccc12,5,-0.161,-0.161,-0.161,-0.161,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1scc2c1c1ccccc1c1ccccc21,5,-0.165,-0.169,-0.166,-0.1668,0.03701,0.039992,-0.0088
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1scc2cc[nH]c12,5,-0.155,-0.155,-0.155,-0.155,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1scc2cc[se]c12,5,-0.161,-0.162,-0.162,-0.1616,0.01306,0.013331,-0.003
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1scc2ccoc12,5,-0.16,-0.16,-0.16,-0.16,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1scc2ccsc12,5,-0.161,-0.161,-0.161,-0.161,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1scc2nccnc12,5,-0.167,-0.167,-0.167,-0.167,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1scc2occc12,5,-0.161,-0.161,-0.161,-0.161,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cocc21)c1scc2sccc12,5,-0.161,-0.161,-0.161,-0.161,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)C1=CC=C[SiH2]1,5,-0.166,-0.167,-0.166,-0.1664,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1ccc[se]1,5,-0.165,-0.165,-0.165,-0.165,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1cccc2=C[SiH2]C=c12,5,-0.166,-0.167,-0.166,-0.1664,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1cccc2c[nH]cc12,5,-0.156,-0.158,-0.158,-0.1572,0.02612,0.026662,-0.0062
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1cccc2ccccc12,5,-0.168,-0.169,-0.168,-0.1684,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1cccc2cocc12,5,-0.164,-0.165,-0.165,-0.1646,0.01306,0.013331,-0.003
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1cccc2cscc12,5,-0.164,-0.166,-0.166,-0.1652,0.02612,0.026662,-0.0059
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1cccc2nsnc12,5,-0.171,-0.172,-0.172,-0.1716,0.01306,0.013331,-0.0029
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1ccccc1,5,-0.168,-0.168,-0.168,-0.168,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1ccccn1,5,-0.17,-0.17,-0.17,-0.17,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1cccnc1,5,-0.173,-0.173,-0.173,-0.173,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1ccco1,5,-0.163,-0.163,-0.163,-0.163,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1cccs1,5,-0.165,-0.165,-0.165,-0.165,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1cncc2nsnc12,5,-0.176,-0.177,-0.177,-0.1766,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1cncs1,5,-0.172,-0.172,-0.172,-0.172,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1nccc2nsnc12,5,-0.177,-0.177,-0.177,-0.177,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1nccs1,5,-0.171,-0.171,-0.171,-0.171,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1ncncn1,5,-0.183,-0.183,-0.183,-0.183,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1scc2C=C[SiH2]c12,5,-0.168,-0.168,-0.168,-0.168,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1scc2[SiH2]C=Cc12,5,-0.168,-0.168,-0.168,-0.168,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1scc2[nH]ccc12,4,-0.152,-0.152,-0.152,-0.152,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1scc2[se]ccc12,5,-0.162,-0.162,-0.162,-0.162,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1scc2cc[nH]c12,5,-0.155,-0.156,-0.156,-0.1556,0.01306,0.013331,-0.0031
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1scc2cc[se]c12,4,-0.162,-0.163,-0.163,-0.16275,0.0102,0.011783,-0.0027
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1scc2ccoc12,5,-0.161,-0.161,-0.161,-0.161,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1scc2ccsc12,5,-0.162,-0.162,-0.162,-0.162,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1scc2nccnc12,5,-0.168,-0.168,-0.168,-0.168,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1scc2occc12,5,-0.162,-0.162,-0.162,-0.162,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1cscc21)c1scc2sccc12,5,-0.162,-0.162,-0.162,-0.162,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1nsnc21)C1=CC=C[SiH2]1,5,-0.18,-0.181,-0.18,-0.1804,0.01306,0.013331,-0.0027
C1C(=Cc2c1c1[SiH2]C=Cc1c1nsnc21)c1ccc[se]1,5,-0.179,-0.18,-0.18,-0.1796,0.01306,0.013331,-0.0027
C1C(=Cc2c1c1[SiH2]C=Cc1c1nsnc21)c1cccc2=C[SiH2]C=c12,5,-0.177,-0.179,-0.177,-0.1776,0.01959,0.021769,-0.0045
C1C(=Cc2c1c1[SiH2]C=Cc1c1nsnc21)c1cccc2c[nH]cc12,5,-0.166,-0.168,-0.168,-0.1672,0.02612,0.026662,-0.0059
C1C(=Cc2c1c1[SiH2]C=Cc1c1nsnc21)c1cccc2ccccc12,5,-0.183,-0.186,-0.183,-0.1842,0.03918,0.039992,-0.008
C1C(=Cc2c1c1[SiH2]C=Cc1c1nsnc21)c1cccc2cocc12,4,-0.175,-0.177,-0.176,-0.176,0.02721,0.027211,-0.0057
C1C(=Cc2c1c1[SiH2]C=Cc1c1nsnc21)c1cccc2cscc12,4,-0.176,-0.178,-0.177,-0.177,0.02721,0.027211,-0.0056
C1C(=Cc2c1c1[SiH2]C=Cc1c1nsnc21)c1cccc2nsnc12,4,-0.186,-0.187,-0.1865,-0.1865,0.01361,0.013606,-0.0027
C1C(=Cc2c1c1[SiH2]C=Cc1c1nsnc21)c1ccccc1,5,-0.184,-0.184,-0.184,-0.184,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1nsnc21)c1ccccn1,5,-0.187,-0.187,-0.187,-0.187,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1nsnc21)c1cccnc1,5,-0.19,-0.19,-0.19,-0.19,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1nsnc21)c1ccco1,5,-0.177,-0.178,-0.177,-0.1774,0.01306,0.013331,-0.0028
C1C(=Cc2c1c1[SiH2]C=Cc1c1nsnc21)c1cccs1,5,-0.179,-0.18,-0.18,-0.1796,0.01306,0.013331,-0.0027
C1C(=Cc2c1c1[SiH2]C=Cc1c1nsnc21)c1cncc2nsnc12,5,-0.192,-0.192,-0.192,-0.192,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1nsnc21)c1cncs1,5,-0.187,-0.188,-0.188,-0.1876,0.01306,0.013331,-0.0026
C1C(=Cc2c1c1[SiH2]C=Cc1c1nsnc21)c1nccc2nsnc12,5,-0.192,-0.193,-0.193,-0.1926,0.01306,0.013331,-0.0025
C1C(=Cc2c1c1[SiH2]C=Cc1c1nsnc21)c1nccs1,5,-0.187,-0.187,-0.187,-0.187,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1nsnc21)c1ncncn1,5,-0.202,-0.202,-0.202,-0.202,0.0,0.0,-0.0
C1C(=Cc2c1c1[SiH2]C=Cc1c1nsnc21)c1scc2C=C[SiH2]c12,5,-0.183,-0.183,-0.183,-0.183,0.0,0.0,-0.0
